R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4
-106.415451,134543.1668,133.596569,133891.2618,13.602018,134593.3134,-110.208432,336.9224,129.826507,337.28862,9.757471,336.55618,-106.398263,134342.5807,0,0,0,0,-110.202702,336.9224,0,0,0,0,59.993,0,11.34366091,0.068163,0,-111.45748,132487.1587,128.566,132462.0854,8.577178,132512.232,59.146433,344.79613,-60.779363,344.42991,179.19255,344.2468,-111.434562,132487.1587,0,0,0,0,59.19227,344.42991,0,0,0,0,59.988,0.01,10.90722995,-2.975767,0,-111.486128,132437.0121,128.531622,132411.9389,8.525612,132512.232,64.704124,349.7401,-52.184996,341.31704,-171.669615,337.65484,-111.474669,132462.0854,0,0,0,0,66.9272,342.78192,13.596288,7.14129,-5.2884,8.23995,59.986,0,10.72011195,-3.009922,0,-106.273502,133843.4531,133.788762,133705.4063,13.730164,133926.1563,-104.674992,349.639893,138.315128,339.574829,18.690492,338.184357,-106.251529,133822.6875,0,0,0,0,-102.576601,342.344299,-157.68952,7.289886,-169.554747,7.387161,59.984001,0.03,10.78537957,0.029945,0,0,0,0,0,0,0,0,0,0,0,0,0
-108.87344,132411.9389,131.14431,131760.0339,11.13257,132462.0854,-112.712258,359.07871,129.471273,351.38809,9.866333,349.00766,-108.861981,132211.3527,0,0,0,0,-111.136624,353.03608,-161.00114,5.67641,-179.501948,6.04263,59.997,0.01,10.4259567,0.113418,0,-114.350917,130305.7842,125.689752,130280.7109,5.70093,130305.7842,57.318698,366.76933,-60.332456,358.34627,179.839993,357.43072,-114.316539,130305.7842,0,0,0,0,58.928709,360.7267,2.652795,5.85952,-4.835764,6.04263,59.999,0.01,10.01459057,-2.951562,0,-114.368106,130255.6377,125.661104,130230.5644,5.643634,130330.8575,61.604422,338.02106,-56.316022,333.07709,-175.80637,329.598,-114.356646,130280.7109,0,0,0,0,63.151408,333.44331,13.899956,4.57775,-13.051979,5.67641,59.997,0,10.96628189,-3.024188,0,-109.239812,131765.5469,130.822452,131613.5938,10.769349,131845.1719,-108.102722,338.745117,134.38751,330.339417,14.729919,329.32663,-109.212341,131739.6875,0,0,0,0,-106.344912,332.725525,-160.73823,6.019592,-173.053894,5.98526,59.999001,0,10.97820912,0.028547,0,0,0,0,0,0,0,0,0,0,0,0,0
-109.629745,131935.5467,130.388005,131308.715,10.381995,132010.7666,-111.337159,349.92321,129.797859,346.81034,10.101246,344.97924,-109.618285,131760.0339,0,0,0,0,-110.483452,347.17656,0,0,174.671913,3.29598,59.999,0,10.72573633,0.055514,0,-114.998359,130280.7109,125.03658,130280.7109,5.047758,130305.7842,58.579205,355.41651,-60.189216,351.38809,-179.994691,349.92321,-114.969711,130280.7109,0,0,0,0,59.45583,352.30364,0,0,-9.344942,3.47909,60,0,10.39431764,-3.003118,0,-115.015548,130255.6377,125.007932,130230.5644,4.990462,130330.8575,58.974546,348.82455,-59.885549,346.99345,-179.46757,344.06369,-115.004089,130280.7109,0,0,0,0,59.87409,346.62723,0,0,-24.471027,3.47909,60,0,10.66856785,-3.008514,0,-109.783632,132219.375,130.278632,132065.9375,10.225525,132305.6094,-110.893251,346.715942,130.542305,342.018127,10.851746,341.04538,-109.756168,132197.5781,0,0,0,0,-109.838567,343.225464,-162.402651,3.679276,179.123842,3.679276,60,0,10.82390615,0.048722,0,0,0,0,0,0,0,0,0,0,0,0,0
-109.750066,131960.62,130.267684,131308.715,10.261674,132010.7666,-111.371536,349.7401,129.723374,346.81034,9.757471,345.71168,-109.732877,131760.0339,0,0,0,0,-110.632421,347.35967,0,0,0,0,60,0,10.69707049,0.050334,0,-115.095762,130330.8575,124.939177,130305.7842,4.938896,130355.9307,58.487532,354.86718,-60.378292,351.38809,179.593621,350.83876,-115.067114,130330.8575,0,0,0,0,59.232377,352.30364,0,0,0,0,60,0,10.39464833,-3.008266,0,-115.11868,130305.7842,124.904799,130280.7109,4.89306,130381.004,58.470343,349.92321,-60.424129,348.82455,179.937396,346.0779,-115.107221,130330.8575,0,0,0,0,59.32405,348.27522,0,0,-26.923287,3.29598,59.999,0,10.64993434,-3.003304,0,-109.877014,132305.2656,130.18525,132164.8594,10.132142,132386.4063,-111.14594,347.12793,130.064396,343.975067,10.263977,342.750549,-109.84955,132283.0781,0,0,0,0,-110.267032,344.604492,0,0,176.607983,3.135681,60,0,10.83099571,0.04713,0,0,0,0,0,0,0,0,0,0,0,0,0
-109.921953,131960.62,130.095797,131308.715,10.101246,132010.7666,-111.520505,349.7401,129.350952,346.99345,9.293375,346.44412,-109.910494,131760.0339,0,0,0,0,-110.953277,347.72589,0,0,0,0,60,0,10.6799275,0.044624,0,-115.26192,130381.004,124.773019,130355.9307,4.784198,130381.004,58.361481,354.31785,-60.716338,351.5712,179.158173,351.02187,-115.233272,130355.9307,0,0,0,0,58.928709,352.30364,0,0,0,0,60,0,10.40815959,-3.013097,0,-115.290568,130330.8575,124.732912,130280.7109,4.726902,130406.0773,58.178135,350.47254,-60.939791,349.92321,179.347249,347.909,-115.273379,130355.9307,0,0,0,0,58.859954,349.37388,0,0,0,0,60,0,10.63277033,-3.007293,0,-110.041813,132347.9219,130.020451,132204.0469,9.972839,132427.7969,-111.382142,347.316742,129.372252,345.565796,9.516907,345.050812,-110.014349,132325.3438,0,0,0,0,-110.832831,345.966339,0,0,0,0,60,0,10.84139027,0.038246,0,0,0,0,0,0,0,0,0,0,0,0,0
-109.939142,131960.62,130.084338,131308.715,10.084057,132010.7666,-111.514776,349.37388,129.299386,347.17656,9.270457,346.0779,-109.921953,131760.0339,0,0,0,0,-110.981925,347.54278,0,0,0,0,60,0,10.70428241,0.044454,0,-115.273379,130381.004,124.76156,130330.8575,4.767009,130381.004,58.338563,354.50096,-60.733526,351.02187,179.152443,351.02187,-115.244731,130355.9307,0,0,0,0,58.911521,352.30364,0,0,0,0,60,0,10.38945701,-3.013616,0,-115.296297,130330.8575,124.727182,130305.7842,4.715443,130406.0773,58.126568,350.65565,-60.95125,350.10632,179.20401,347.72589,-115.284838,130355.9307,0,0,0,0,58.791199,349.55699,0,0,0,0,60,0,10.60477524,-3.005439,0,-110.052796,132352.8594,130.009468,132196.9375,9.961853,132431.1719,-111.404115,347.190857,129.377744,345.090881,9.5224,345.136658,-110.025332,132328.625,0,0,0,0,-110.832831,345.794678,0,0,0,0,60,0,10.84114329,0.037675,0,0,0,0,0,0,0,0,0,0,0,0,0
118.92885,130782.1763,-1.054242,130155.3446,-121.043064,130857.3961,118.459024,435.61869,-4.532096,450.4506,-121.23214,433.78759,118.940309,130606.6634,0,0,0,0,117.536562,439.83022,174.872449,9.88794,-55.021137,9.52172,60,0,9.073268473,-0.005023,0,111.973142,128600.8018,-7.981302,128575.7286,-127.970124,128625.8751,-69.396648,441.47821,167.733395,456.49323,51.03908,438.73156,112.00179,128600.8018,0,0,0,0,-70.238896,445.50663,-13.899956,9.88794,120.727937,9.70483,60,0,8.806856268,-3.126863,0,111.950224,128550.6553,-8.021409,128550.6553,-128.010231,128625.8751,-69.528428,439.83022,167.5214,452.83103,50.597903,437.26668,111.967412,128575.7286,0,0,0,0,-70.496727,443.1262,-13.132193,9.70483,114.471238,8.78928,60,0,8.76905665,-3.130171,0,118.8089,131199.7344,-1.117859,131057.2344,-121.170957,131278.625,118.369446,433.805481,-4.529114,448.877319,-121.324773,432.78122,118.836371,131179.4219,0,0,0,0,117.479554,438.354492,176.075132,9.321213,-55.099184,9.521484,60,0,9.138722323,-0.005624,0,0,0,0,0,0,0,0,0,0,0,0,0
118.911661,130857.3961,-1.065701,130230.5644,-121.065982,130907.5427,118.407458,436.16802,-4.555014,450.4506,-121.318084,434.15381,118.92885,130681.8832,0,0,0,0,117.484996,440.19644,174.757857,9.70483,-55.617013,9.33861,60,0,9.049147604,-0.004522,0,111.973142,128650.9484,-7.992761,128625.8751,-127.981583,128676.0216,-69.499781,441.84443,167.65891,456.31012,50.821356,439.464,111.990331,128650.9484,0,0,0,0,-70.370676,445.68974,-12.920198,9.70483,118.79134,9.33861,60,0,8.77619366,-3.126627,0,111.944494,128625.8751,-8.032868,128600.8018,-128.01596,128701.0949,-69.654479,440.19644,167.429727,452.64792,50.50623,437.08357,111.961683,128650.9484,0,0,0,0,-70.59413,443.1262,-14.52448,9.70483,114.809283,8.42306,60,0,8.758037697,-3.127056,0,118.8089,131259.5781,-1.145325,131100.8125,-121.187445,131349.6875,118.17719,435.058594,-4.584046,449.123383,-121.412664,432.884216,118.819883,131236.7656,0,0,0,0,117.369698,438.886658,173.724058,9.275436,-52.797547,9.149551,60,0,9.09716749,0.001071,0,0,0,0,0,0,0,0,0,0,0,0,0
118.865824,131032.909,-1.111538,130381.004,-121.117548,131083.0556,117.84023,438.36534,-4.675336,450.4506,-121.707695,435.25247,118.883013,130832.3229,0,0,0,0,117.129762,441.2951,170.91904,8.78928,-51.434421,8.23995,60,0,8.958589671,0.010588,0,111.950224,128851.5345,-8.021409,128826.4613,-128.010231,128876.6078,-70.026902,443.85864,167.567237,455.76079,50.380179,440.92888,111.961683,128851.5345,0,0,0,0,-70.714451,446.7884,-15.974063,8.42306,120.441458,8.05684,59.999,0,8.679408986,-3.113993,0,111.915846,128826.4613,-8.055787,128801.388,-128.044608,128901.6811,-70.067009,441.66132,167.309406,452.46481,50.0937,439.09778,111.933035,128826.4613,0,0,0,0,-70.909257,444.22486,-15.658937,8.60617,113.646179,7.69062,60,0,8.691742975,-3.119855,0,118.759463,131442.1406,-1.18927,131286.7188,-121.236882,131522.0156,117.836609,436.225891,-4.666443,448.814392,-121.813665,435.00708,118.775938,131416.8281,0,0,0,0,117.095028,439.905151,173.323058,8.131027,-55.055238,8.319855,60,0,9.030506767,0.005288,0,0,0,0,0,0,0,0,0,0,0,0,0
118.819988,131133.2021,-1.157375,130506.3704,-121.157655,131183.3486,117.519373,439.464,-4.744091,450.26749,-122.188979,437.81601,118.831447,130957.6892,0,0,0,0,116.849013,442.39376,172.110792,7.50751,-55.3821,7.3244,60,0,8.880533203,0.013262,0,111.915846,128976.9009,-8.055787,128926.7543,-128.044608,128976.9009,-70.330569,444.77419,167.492752,455.39457,49.984838,443.1262,111.938764,128951.8276,0,0,0,0,-70.966553,447.70395,-15.572993,7.3244,117.473537,7.14129,60,0,8.620961623,-3.111047,0,111.875739,128926.7543,-8.084434,128901.6811,-128.078985,129001.9742,-70.490998,443.30931,167.263569,452.2817,49.612415,440.74577,111.898657,128951.8276,0,0,0,0,-71.218654,445.32352,-16.145951,7.50751,113.101869,6.40885,60,0,8.595502002,-3.1108,0,118.715518,131551.1563,-1.233215,131401.9844,-121.280828,131631.8125,117.397155,437.753662,-4.776306,448.797241,-122.242136,437.055603,118.731992,131527.9375,0,0,0,0,116.776427,441.112518,172.081603,6.980896,-55.582584,7.427216,60,0,8.953154051,0.013361,0,0,0,0,0,0,0,0,0,0,0,0,0
118.819988,131158.2754,-1.174563,130531.4436,-121.163385,131208.4219,117.490726,439.28089,-4.761279,450.26749,-122.206168,437.99912,118.825717,130957.6892,0,0,0,0,116.826094,442.39376,172.454567,7.3244,-55.66285,7.3244,60,0,8.890789468,0.013423,0,111.910117,128976.9009,-8.061516,128951.8276,-128.050338,129001.9742,-70.427972,444.9573,167.458375,455.76079,49.979108,442.94309,111.933035,128976.9009,0,0,0,0,-71.018119,447.88706,-17.085601,7.3244,119.811205,7.3244,60,0,8.625752655,-3.107266,0,111.875739,128926.7543,-8.101623,128901.6811,-128.096174,129001.9742,-70.548293,443.49242,167.223462,452.46481,49.606686,440.56266,111.892928,128951.8276,0,0,0,0,-71.253031,445.32352,-16.919444,7.50751,114.505615,6.40885,60,0,8.596248126,-3.108632,0,118.710027,131557.6719,-1.238708,131401.7031,-121.286319,131638.1719,117.331244,438.096985,-4.809265,448.533997,-122.275085,436.820984,118.726501,131531.7188,0,0,0,0,116.732482,441.055298,170.285345,7.015228,-54.890443,7.24411,60,0,8.936507917,0.015367,0,0,0,0,0,0,0,0,0,0,0,0,0
