R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4
36.732324,130406.0773,-83.256497,129779.2455,156.766982,130481.2971,37.374037,423.35032,-86.533816,443.67553,157.998842,419.3219,36.743783,130230.5644,0,0,0,0,36.228121,428.4774,93.140019,13.36703,-131.619865,12.8177,59.999,0.01,9.549227574,-0.02287,0,29.856831,128274.8493,-90.109072,128224.7028,149.902948,128274.8493,-150.613416,429.20984,85.703027,448.80261,-29.988611,424.99831,29.885479,128249.7761,0,0,0,0,-151.679117,434.15381,-95.02505,12.8177,41.201395,12.26837,59.999,0.01,9.223794598,3.14027,0,29.828183,128224.7028,-90.126261,128174.5562,149.857111,128274.8493,-150.716548,425.73075,85.336334,446.60529,-30.189146,424.44898,29.851101,128224.7028,0,0,0,0,-151.902571,431.95649,-93.959349,12.63459,36.325524,13.18392,59.999,0.01,9.345207505,3.132694,0,36.614687,130855.2734,-83.317571,130710.4141,156.634829,130930.6875,37.180483,422.767639,-86.41571,441.604614,157.815865,419.506073,36.642151,130833.3828,0,0,0,0,36.147769,427.734375,92.639468,12.125015,-131.833197,11.993408,59.999001,0.01,9.540915588,-0.020825,0,0,0,0,0,0,0,0,0,0,0,0,0
140.758542,130982.7625,20.76972,130355.9307,-99.207642,131057.9823,135.951426,488.72059,16.335027,487.98815,-103.705361,487.0726,140.77573,130807.2496,0,0,0,0,136.192068,487.98815,0,0,0,0,60,0,7.612983869,0.091769,0,133.264254,128575.7286,13.315539,128550.6553,-106.679012,128575.7286,-51.256804,494.76322,-170.804448,493.29834,69.110169,492.74901,133.292902,128575.7286,0,0,0,0,-50.987514,493.48145,0,0,0,0,60,0,7.370675837,-3.054201,0,133.241335,128550.6553,13.275432,128500.5088,-106.724849,128600.8018,-51.245345,489.81925,-171.113846,490.36858,69.092981,490.55169,133.264254,128550.6553,0,0,0,0,-51.096376,490.18547,0,0,0,0,60,0,7.49537093,-3.061236,0,140.63324,131415.5,20.695495,131278.9219,-99.352116,131495.9219,136.013491,485.95047,16.410829,484.989166,-103.664247,485.567078,140.655219,131400.125,0,0,0,0,136.255198,485.50415,0,0,0,0,60,0,7.679402742,0.085958,0,0,0,0,0,0,0,0,0,0,0,0,0
140.718435,130982.7625,20.723883,130355.9307,-99.253479,131032.909,135.905589,488.72059,16.249083,487.98815,-103.819953,487.25571,140.724164,130782.1763,0,0,0,0,136.111854,487.98815,0,0,0,0,60,0,7.608643662,0.090817,0,133.224146,128575.7286,13.269703,128525.582,-106.719119,128600.8018,-51.285452,494.76322,-170.91331,492.93212,68.944011,492.93212,133.258524,128575.7286,0,0,0,0,-51.084917,493.48145,0,0,0,0,60,0,7.358037915,-3.056617,0,133.201228,128550.6553,13.229595,128500.5088,-106.770685,128600.8018,-51.302641,489.63614,-171.171141,490.36858,68.949741,490.55169,133.212687,128550.6553,0,0,0,0,-51.17659,490.18547,0,0,0,0,60,0,7.490425919,-3.061335,0,140.583803,131430.8281,20.651552,131281.9531,-99.396062,131491.5625,135.975037,485.933289,16.333924,485.172272,-103.763127,485.916138,140.611274,131404.1875,0,0,0,0,136.183781,485.670105,0,0,0,0,59.999001,0,7.679748464,0.084678,0,0,0,0,0,0,0,0,0,0,0,0,0
140.598113,130982.7625,20.609292,130355.9307,-99.36807,131032.909,135.773809,489.08681,16.031359,488.17126,-104.020488,487.98815,140.615302,130782.1763,0,0,0,0,135.928507,488.35437,0,0,0,0,60,0,7.600975445,0.088849,0,133.109555,128575.7286,13.149381,128525.582,-106.83944,128575.7286,-51.405773,494.58011,-171.102386,493.66456,68.772124,493.66456,133.138203,128575.7286,0,0,0,0,-51.251075,494.03078,0,0,0,0,60,0,7.372213534,-3.058028,0,133.080907,128550.6553,13.115004,128500.5088,-106.896736,128575.7286,-51.422962,489.81925,-171.360217,490.36858,68.754935,490.91791,133.103825,128550.6553,0,0,0,0,-51.348478,490.36858,0,0,0,0,60,0,7.482923053,-3.062986,0,140.473946,131420.9375,20.536195,131285.0938,-99.511417,131496.6094,135.854198,485.961914,16.13617,485.979065,-103.966373,486.345276,140.501404,131402.9688,0,0,0,0,136.008,486.093506,0,0,0,0,60,0,7.684773666,0.083921,0,0,0,0,0,0,0,0,0,0,0,0,0
140.460604,130982.7625,20.466052,130355.9307,-99.50558,131032.909,135.664947,488.72059,15.836553,488.53748,-104.249671,487.98815,140.472063,130782.1763,0,0,0,0,135.75089,488.35437,0,0,0,0,60,0,7.608222029,0.08717,0,132.972045,128550.6553,13.011872,128550.6553,-106.97695,128575.7286,-51.537554,494.58011,-171.297192,494.03078,68.5544,494.21389,132.994963,128550.6553,0,0,0,0,-51.428692,494.21389,0,0,0,0,59.999,0,7.371124207,-3.059711,0,132.943397,128525.582,12.977494,128500.5088,-107.028516,128575.7286,-51.577661,489.81925,-171.59513,490.91791,68.537211,491.10102,132.960586,128525.582,0,0,0,0,-51.543283,490.55169,0,0,0,0,60,0,7.486788571,-3.063516,0,140.336618,131428.0469,20.393372,131273.875,-99.648744,131496.75,135.716856,485.790253,15.927429,486.173645,-104.191592,486.837402,140.364076,131399.2031,0,0,0,0,135.821235,486.282349,0,0,0,0,60,0,7.689136301,0.082001,0,0,0,0,0,0,0,0,0,0,0,0,0
140.454874,130982.7625,20.460323,130355.9307,-99.517039,131032.909,135.630569,488.53748,15.830824,488.53748,-104.272589,488.17126,140.466333,130782.1763,0,0,0,0,135.727972,488.35437,0,0,0,0,60,0,7.613141544,0.087606,0,132.966316,128550.6553,13.006142,128550.6553,-106.988409,128575.7286,-51.554742,494.76322,-171.314381,494.03078,68.537211,494.397,132.994963,128575.7286,0,0,0,0,-51.44588,494.397,0,0,0,0,60,0,7.366529537,-3.05974,0,132.931938,128525.582,12.971764,128500.5088,-107.034246,128600.8018,-51.566202,490.18547,-171.59513,490.91791,68.502834,491.28413,132.954856,128550.6553,0,0,0,0,-51.554742,490.7348,0,0,0,0,60,0,7.472250775,-3.064325,0,140.331113,131418.3906,20.387879,131275.1094,-99.654236,131496.5469,135.722361,485.847473,15.89447,485.858917,-104.208073,486.734375,140.358584,131398.2188,0,0,0,0,135.804747,486.156464,0,0,0,0,60,0,7.683645754,0.0811,0,0,0,0,0,0,0,0,0,0,0,0,0
168.650127,131283.6417,48.684224,131258.5685,-71.321786,131333.7883,166.730718,419.50501,46.627305,422.06855,-74.301167,425.54764,168.673045,131283.6417,0,0,0,0,166.358296,422.43477,-20.242599,3.47909,0,0,60,0,8.81683751,0.01981,0,162.243357,129871.6406,42.289123,129730.8984,-77.752995,129942.9922,-21.398621,424.890503,-141.611022,426.727295,97.347107,431.161865,162.265323,129849.4063,0,0,0,0,-21.887514,427.574158,149.751898,3.627777,51.935123,3.198624,60,0,8.580476651,-3.095035,0,162.244459,129378.0732,42.278556,129352.9999,-77.721725,129403.1465,-21.823962,425.36453,-141.87008,425.36453,96.869974,430.3085,162.273107,129378.0732,0,0,0,0,-22.276599,427.01252,153.787602,3.47909,36.400009,3.6622,60,0,8.487212558,-3.085459,0,168.736071,131434.0813,48.747249,130807.2496,-71.235843,131484.2279,166.558831,419.87123,46.438229,420.42056,-74.80537,424.44898,168.753259,131233.4952,0,0,0,0,166.060358,421.51922,-24.585619,3.47909,-135.091989,3.47909,60,0,8.740526913,0.023498,0,0,0,0,0,0,0,0,0,0,0,0,0
168.552724,131333.7883,48.581091,131333.7883,-71.424919,131409.0081,166.203597,421.51922,46.117373,424.26587,-74.570457,426.6463,168.569913,131358.8615,0,0,0,0,165.917118,424.08276,0,0,0,0,60,0,8.812072418,0.03052,0,162.133487,129897.7422,42.190249,129762.9688,-77.857361,129977.2734,-21.887514,427.16217,-142.143859,428.644165,97.143861,431.814209,162.160958,129878.8828,0,0,0,0,-22.294007,429.193481,0,0,0,0,60,0,8.569307399,-3.085197,0,162.135597,129403.1465,42.169694,129378.0732,-77.824857,129428.2197,-22.058875,425.18142,-142.179477,425.91386,96.910081,429.20984,162.158515,129403.1465,0,0,0,0,-22.437027,426.6463,0,0,0,0,60,0,8.543531011,-3.080459,0,168.61575,131409.0081,48.626928,130782.1763,-71.356164,131484.2279,166.209327,420.23745,46.197587,420.60367,-74.856936,424.08276,168.632938,131233.4952,0,0,0,0,165.854093,421.51922,0,0,0,0,60,0,8.757580521,0.030924,0,0,0,0,0,0,0,0,0,0,0,0,0
94.698464,132186.2794,-25.278898,132136.1329,-145.279179,132236.426,103.522014,260.38242,-24.929394,289.68002,-135.687865,255.25534,94.715653,132186.2794,0,0,0,0,100.73171,267.70682,161.4194,18.311,-67.889769,17.02923,59.999,0.01,17.54789454,-0.191598,0,90.343322,131465.0156,-29.594421,131314.7656,-149.647532,131550.125,-88.777774,264.278412,142.912911,295.045837,32.225649,259.632111,90.365295,131443.7188,0,0,0,0,-91.447449,272.226318,-30.758971,18.499374,100.928654,17.70401,59.999001,0.01,17.30945212,3.092013,0,90.343985,130957.6892,-29.621918,130932.6159,-149.59928,131007.8358,-89.112126,263.86151,142.666491,293.34222,31.90802,258.36821,90.372633,130982.7625,0,0,0,0,-91.736273,271.18591,-31.936668,18.49411,101.018189,17.21234,59.997,0.01,17.16844105,3.100393,0,94.767219,132211.3527,-25.215873,131584.521,-145.216153,132286.5725,103.350127,258.55132,-25.124199,288.76447,-135.705054,254.70601,94.778678,132035.8398,0,0,0,0,100.59993,266.60816,161.258971,18.12789,-68.204896,17.57856,59.997,0.01,17.82431765,-0.190134,0,0,0,0,0,0,0,0,0,0,0,0,0
94.171343,132060.9131,-25.79456,132010.7666,-145.80057,132136.1329,101.13851,268.43926,-24.505405,287.4827,-138.237527,264.77706,94.188532,132060.9131,0,0,0,0,99.356611,273.20012,158.29105,12.26837,-69.345082,11.53593,60,0,15.83550094,-0.142004,0,89.810485,131349.1563,-30.127258,131198.8125,-150.174864,131422.3594,-91.150821,272.581116,143.418277,292.579651,29.671325,269.062042,89.837956,131322.2656,0,0,0,0,-92.787785,277.730957,-33.522036,12.296677,100.736391,11.878967,59.999001,0,15.56279436,-3.140382,0,89.816864,130857.3961,-30.14331,130832.3229,-150.14359,130882.4694,-91.421146,271.55213,143.428525,290.04624,29.358357,267.52371,89.845512,130857.3961,0,0,0,0,-92.968132,276.12988,-34.308713,11.71904,101.442178,10.9866,59.999,0,15.42646965,-3.132469,0,94.240098,132111.0596,-25.737264,131484.2279,-145.743274,132186.2794,100.989541,266.42505,-24.362165,285.6516,-138.254716,263.6784,94.251557,131935.5467,0,0,0,0,99.356611,271.55213,159.024436,11.53593,-68.28511,11.35282,59.999,0,15.97370725,-0.135741,0,0,0,0,0,0,0,0,0,0,0,0,0
93.850487,132161.2062,-26.115416,132111.0596,-146.132886,132236.426,98.462797,277.59476,-25.359112,288.39825,-141.509116,276.4961,93.861946,132161.2062,0,0,0,0,97.167912,280.70763,155.896087,7.69062,-80.850074,7.14129,60,0,14.50565863,-0.103782,0,89.508365,131435.4844,-30.451357,131291.7969,-150.49897,131530.5313,-93.93036,282.039642,142.522894,293.672546,26.364441,280.918121,89.524847,131417.3125,0,0,0,0,-95.045477,285.409912,-36.455383,7.472992,91.826477,7.364273,60,0,14.24707082,-3.098631,0,89.501737,130957.6892,-30.464166,130932.6159,-150.458717,130982.7625,-94.091129,280.52452,142.494604,291.51112,26.224278,278.3272,89.530385,130957.6892,0,0,0,0,-95.16256,283.27117,-37.024533,7.50751,94.509388,6.95818,60,0,14.22236695,-3.091465,0,93.924971,132211.3527,-26.075309,131584.521,-146.064131,132286.5725,98.250803,275.58055,-25.313275,287.66581,-141.394525,274.29878,93.924971,132010.7666,0,0,0,0,97.139265,279.05964,156.595095,7.50751,-74.066254,7.50751,60,0,14.71335484,-0.090377,0,0,0,0,0,0,0,0,0,0,0,0,0
93.833298,132161.2062,-26.144064,132111.0596,-146.144345,132236.426,98.29091,278.69342,-25.462244,288.76447,-141.73257,276.86232,93.850487,132161.2062,0,0,0,0,96.996025,281.44007,155.500746,7.69062,-80.964666,6.77507,60,0,14.38675539,-0.099347,0,89.480901,131442.2969,-30.47333,131298.125,-150.515444,131541.7969,-94.078677,282.348633,142.391057,294.187561,26.243591,281.879425,89.502874,131424.9063,0,0,0,0,-95.182805,286.005005,-36.433411,7.266998,90.865176,7.513046,60,0,14.25027255,-3.098046,0,89.490278,130982.7625,-30.487084,130932.6159,-150.475906,130982.7625,-94.314583,281.25696,142.425849,291.51112,26.121146,279.05964,89.513196,130957.6892,0,0,0,0,-95.288611,283.8205,-39.270527,7.14129,94.750031,6.77507,60,0,14.1626729,-3.086816,0,93.907783,132211.3527,-26.086768,131584.521,-146.07559,132286.5725,98.090375,276.12988,-25.410678,287.4827,-141.543494,274.48189,93.913512,132035.8398,0,0,0,0,97.013214,279.24275,155.237185,7.50751,-74.249601,7.14129,60,0,14.64119572,-0.087295,0,0,0,0,0,0,0,0,0,0,0,0,0
